.\files\Cherry_(including_sour)___Powdery_mildew
Number	Total Leaf Area	Percent Leaf Damage	Image name
 685 	     35070     	     5.540348      	ab366455-8a96-4984-837a-cde38c0833c4___FREC_Pwd.M 4754.JPG
 686 	     27584     	     9.534513      	ab77f14b-ac04-4420-9b95-3758c1840c53___FREC_Pwd.M 5026.JPG
 687 	     21767     	     8.485322      	ab79b5ac-9d44-42c8-a745-25cca89aed90___FREC_Pwd.M 4925.JPG
 688 	     26732     	     5.880593      	ab82d02b-61e0-42d9-9366-17917cacfff0___FREC_Pwd.M 4776.JPG
 689 	     13793     	     84.405133     	abf1a32b-a125-44f8-aadc-79b2d5d3b4a2___FREC_Pwd.M 5127.JPG
 690 	     25007     	     11.084896     	ac3e6824-a60e-4c8f-a844-4e97abc983a7___FREC_Pwd.M 4801.JPG
 691 	     33336     	     11.132109     	ac4e6f2c-b2f6-4a21-a42a-b51ae78b38a4___FREC_Pwd.M 0255.JPG
 692 	     7437      	     68.414683     	ac6dfdbf-88d8-41f3-ae2c-ac264c1be2f5___FREC_Pwd.M 5083.JPG
 693 	     11966     	     51.988969     	ad7637de-7c1f-4ec7-a3d6-14032337a6c3___FREC_Pwd.M 5163.JPG
 694 	     28646     	     13.757593     	ada55066-abf9-4e86-99b6-6f06adbc85f2___FREC_Pwd.M 4518.JPG
 695 	     32886     	     4.415253      	ae11d51c-80f9-45bf-9cff-5bc6843b6404___FREC_Pwd.M 4560.JPG
 696 	     27773     	     26.082886     	ae1f1589-016e-4619-99ac-00f214199bfc___FREC_Pwd.M 5150.JPG
 697 	     29920     	     8.439171      	aec1be7d-914f-4de8-a6ee-64e97dc28071___FREC_Pwd.M 4891.JPG
 698 	     10444     	     32.066258     	af17d4b3-3193-4f16-9449-28cd5a204499___FREC_Pwd.M 5058.JPG
 699 	     31911     	     13.051926     	af36d4bf-c90e-4bbb-b800-575f1dfed7e5___FREC_Pwd.M 4677.JPG
 700 	     34059     	     6.606183      	af3b3555-7227-48d6-be31-e6b1085229aa___FREC_Pwd.M 4599.JPG
 701 	     35453     	     15.970440     	af44d03e-a4d9-44be-ab19-a7f494e4d132___FREC_Pwd.M 0517.JPG
 702 	     35084     	     2.861703      	af930370-95b9-414d-8ac8-e3069d54c474___FREC_Pwd.M 4839.JPG
 703 	     33615     	     7.437156      	afc7e0e1-0524-4de8-8409-ba6e501c8d54___FREC_Pwd.M 0515.JPG
 704 	     25889     	     77.596663     	b0084869-42c1-4124-853d-d73f99ee8d38___FREC_Pwd.M 4807.JPG
 705 	     15958     	     91.634290     	b03329a7-d263-482f-b400-b54fc63a160a___FREC_Pwd.M 5110.JPG
 706 	     27380     	     9.046749      	b0698c28-34b6-4232-aa9c-55fb466df8dd___FREC_Pwd.M 4512.JPG
 707 	     33864     	     4.007205      	b09e4052-bc5a-4f9a-a2f0-c27698a94b50___FREC_Pwd.M 0451.JPG
 708 	     32936     	     19.009594     	b0bffb64-e057-4fab-ac6e-4a1a51ee0929___FREC_Pwd.M 4539.JPG
 709 	     31612     	     17.936227     	b1100ac1-5c39-4d75-8bc6-b4415151e607___FREC_Pwd.M 4916.JPG
 710 	     27853     	     4.850465      	b136af29-b428-4b17-b9c8-b56d8fadb559___FREC_Pwd.M 0378.JPG
 711 	     32965     	     3.282269      	b18fa216-909e-4c91-b8ef-37bea97d45a0___FREC_Pwd.M 0273.JPG
 712 	     30514     	     7.567018      	b1db081a-33e4-4a6a-96ee-07ab2369c0f1___FREC_Pwd.M 4932.JPG
 713 	     22533     	     13.584520     	b22853ce-86ca-4a0c-9a16-ce82e0817513___FREC_Pwd.M 4942.JPG
 714 	     34960     	     4.831236      	b23040ac-f265-4265-9c33-6bf29e52398b___FREC_Pwd.M 0549.JPG
 715 	     33925     	     6.588062      	b24c156d-6183-49a7-86ad-3b90c943d470___FREC_Pwd.M 4889.JPG
 716 	     33399     	     3.503099      	b2c8b5a5-86a8-4039-b042-6dc3980c57b3___FREC_Pwd.M 0551.JPG
 717 	     37806     	     18.266942     	b37f183b-a1cb-4301-ab48-f9d6a3e46e0f___FREC_Pwd.M 4799.JPG
 718 	     28927     	     13.216027     	b3aa0d92-9de0-4889-b95d-124b035c05a2___FREC_Pwd.M 4675.JPG
 719 	     30998     	     11.713659     	b3da442a-b270-4488-b9a0-c55707d5d0e2___FREC_Pwd.M 4608.JPG
 720 	     36259     	     21.947654     	b3e33cf2-c3ab-4ad1-9194-6e394554a340___FREC_Pwd.M 4614.JPG
 721 	     33331     	     3.684258      	b42d85e1-0707-4692-93a1-74b0465ef2ef___FREC_Pwd.M 4468.JPG
 722 	     40781     	     23.442289     	b46f4b1a-1ee5-4f1c-bc0a-b6409df369b7___FREC_Pwd.M 4584.JPG
 723 	     29289     	     6.797774      	b4d8a3ca-dd23-499c-bb76-d8b94ab59a47___FREC_Pwd.M 4767.JPG
 724 	     25401     	     23.747097     	b51db6d6-b492-487f-a9a0-9661a556f60f___FREC_Pwd.M 4520.JPG
 725 	     31225     	     14.578062     	b5e589a6-b808-4d42-8e8b-f41d554f29e2___FREC_Pwd.M 4694.JPG
 726 	     23865     	     84.047769     	b6039e39-f0d4-48dc-894a-987e0338c5ae___FREC_Pwd.M 4815.JPG
 727 	     32650     	     3.387443      	b60cc28f-7b33-4b48-a8d6-504a11773e22___FREC_Pwd.M 0548.JPG
 728 	     28364     	     23.822451     	b62afeb0-4144-49db-83f5-6a5fe46715f2___FREC_Pwd.M 0471.JPG
 729 	     34089     	     16.289712     	b67c84bb-04cb-41f3-bb91-0f7f32fc5f1e___FREC_Pwd.M 5035.JPG
 730 	     10859     	     71.673266     	b696bdf0-4c75-40e6-a980-000f8d75c654___FREC_Pwd.M 5061.JPG
 731 	     36620     	     5.636264      	b712d3c4-fd19-4785-9282-4690a358de70___FREC_Pwd.M 4970.JPG
 732 	     35629     	     14.825002     	b748047a-d6ed-49b4-8fa3-16fea0a76115___FREC_Pwd.M 0395.JPG
 733 	     34314     	     6.119951      	b77f5498-2263-4819-b71a-ac04234ab1bf___FREC_Pwd.M 4630.JPG
 734 	     29680     	     18.719677     	b7da6789-7b7f-4b46-bc80-8d134a870fff___FREC_Pwd.M 4866.JPG
 735 	     31399     	     18.083378     	b8ff7b14-e3b8-4bdc-821e-39fa9736de9c___FREC_Pwd.M 0261.JPG
 736 	     33759     	     9.431559      	b94ee91a-27c4-4eca-ab18-f1f6f7a0c495___FREC_Pwd.M 0335.JPG
 737 	     23355     	     70.986941     	b97fc191-9b3b-4c4c-b857-eca7767c033a___FREC_Pwd.M 4816.JPG
 738 	     33605     	     5.424788      	b9d90cb8-7c25-4378-8d8b-84bdd89fc276___FREC_Pwd.M 0444.JPG
 739 	     28911     	     3.918924      	ba199443-ad8d-48a9-8fd6-c9a487f51f32___FREC_Pwd.M 0277.JPG
 740 	     24647     	     74.840751     	ba70e078-ab08-4f7e-ae75-7df860e52a7f___FREC_Pwd.M 5166.JPG
 741 	     33717     	     8.176884      	bae7b830-aac4-475a-94de-457115b1a8ee___FREC_Pwd.M 4895.JPG
 742 	     28909     	     4.659449      	baf48061-d4ee-45b3-8806-d26ad15bb8ad___FREC_Pwd.M 0328.JPG
 743 	     32352     	     11.031775     	bb0f65f7-37b4-4c6a-a4be-18a91d2cae16___FREC_Pwd.M 5024.JPG
 744 	     38384     	     3.858378      	bb998de5-3d79-46c7-ad23-2dffc9a8037d___FREC_Pwd.M 4826.JPG
 745 	     34124     	     5.752550      	bbd6dbcd-65f2-4982-a4f8-ef6a1c33a05f___FREC_Pwd.M 0449.JPG
 746 	     38544     	     3.943545      	bc20f3c6-4a2f-4cbc-94c4-f4a5f52b9f21___FREC_Pwd.M 0566.JPG
 747 	     37615     	     13.848199     	bc3b4287-ce7a-4ca1-bfa8-4812832fa00f___FREC_Pwd.M 0412.JPG
 748 	     31446     	     17.658844     	bc9e8c02-680e-41c5-9368-7935b5f160aa___FREC_Pwd.M 4651.JPG
 749 	     27903     	     13.038025     	bca13e59-8eb8-4074-8fa0-ce441f43383b___FREC_Pwd.M 4738.JPG
 750 	     33678     	     13.560782     	bcf29f97-4079-4c53-af05-a7bda7372c3b___FREC_Pwd.M 4744.JPG
 751 	     34129     	     21.497846     	bd12f0aa-a242-420f-9811-dd75b1b5d6c0___FREC_Pwd.M 0456.JPG
 752 	     21065     	     9.238073      	bda9d7d5-617a-4159-92f2-a30a05396091___FREC_Pwd.M 4924.JPG
 753 	     34794     	     3.382767      	bdb92bce-9638-4d5b-ab73-daad834b5427___FREC_Pwd.M 0368.JPG
 754 	     32210     	     9.733002      	be3fa929-9035-41bf-adfb-e55f97fab802___FREC_Pwd.M 4684.JPG
 755 	     30825     	     11.928629     	be4d3a56-be53-4b0d-8b0b-9ff088a4ad92___FREC_Pwd.M 4854.JPG
 756 	     30483     	     11.695043     	be5c9aa3-60ea-4bc7-b9a0-12febd96aa97___FREC_Pwd.M 4845.JPG
 757 	     35982     	     6.711689      	bec20378-8230-4b53-8dc4-942bc878a592___FREC_Pwd.M 4495.JPG
 758 	     22263     	     9.257512      	beea0c7e-0e13-4852-ac62-4f393c51c9e0___FREC_Pwd.M 4941.JPG
 759 	     23216     	     7.262233      	bf2142d8-3f04-4a04-96b4-d94aea138081___FREC_Pwd.M 4504.JPG
 760 	     21479     	     62.563434     	bf5d1d44-32b5-4e50-8bac-a2db6855ab61___FREC_Pwd.M 5129.JPG
 761 	     30352     	     17.613337     	bf88ee41-8b66-4915-b799-a0894ae02ad8___FREC_Pwd.M 4968.JPG
 762 	     29215     	     6.921102      	bfa2932f-7203-4a9c-99e7-bb0a4d887cd6___FREC_Pwd.M 4515.JPG
 763 	     30713     	     10.008791     	bfa31d21-d4c2-4c74-b543-4df0d2e0494a___FREC_Pwd.M 4730.JPG
 764 	     34237     	     6.431638      	bfc76298-a208-4a0a-88b0-580218720055___FREC_Pwd.M 4904.JPG
 765 	     23779     	     14.495984     	c076e4d9-400a-48bc-81bd-7d776fe20202___FREC_Pwd.M 5043.JPG
 766 	     26256     	     9.114107      	c097e7ca-2488-497c-94be-4646e950bc54___FREC_Pwd.M 4513.JPG
 767 	     29642     	     5.789083      	c0ae9762-af5a-489d-9399-96732dc40391___FREC_Pwd.M 0370.JPG
 768 	     29495     	     16.029836     	c10fbf4c-baa3-4242-956a-a6262f6b1bf3___FREC_Pwd.M 5037.JPG
 769 	     22178     	     23.315899     	c11965f5-8920-4266-9f47-5dce992bd4c6___FREC_Pwd.M 4525.JPG
 770 	     27158     	     8.561013      	c12ef0fd-7f67-4589-986a-31c0332bfa38___FREC_Pwd.M 4602.JPG
 771 	     36505     	     6.004657      	c152243f-9bca-41c7-8729-32070a297d54___FREC_Pwd.M 0248.JPG
 772 	     34861     	     12.225696     	c1ec1b39-c8c6-44a6-ad13-9553496844fa___FREC_Pwd.M 4913.JPG
 773 	     33846     	     3.775926      	c20cdaa2-54fc-4bed-9f9e-a82495f889ea___FREC_Pwd.M 4559.JPG
 774 	     27216     	     10.409318     	c27a9bf7-88f3-4e46-83bd-3892c7972766___FREC_Pwd.M 5022.JPG
 775 	     34517     	     8.158299      	c28e81c2-a058-4f06-935c-80ba96dd7d4c___FREC_Pwd.M 0534.JPG
 776 	     31298     	     12.684517     	c2e9925a-9896-47a0-a969-3ce336a3ae05___FREC_Pwd.M 4874.JPG
 777 	     31187     	     11.450284     	c312eaa4-27e2-4d22-85e3-fb7d103dc43e___FREC_Pwd.M 4644.JPG
 778 	     31073     	     4.206224      	c327e44c-a0df-4811-89da-af4a761aeefb___FREC_Pwd.M 0380.JPG
 779 	     36657     	     2.828928      	c33d7542-45be-47a0-a9cb-93980b16ba1e___FREC_Pwd.M 0347.JPG
 780 	     30618     	     4.957868      	c343369f-d705-4274-a55a-7fdefed948f7___FREC_Pwd.M 0386.JPG
 781 	     36093     	     9.220624      	c3479a74-e0e1-40ae-ba1c-47d06fce3f0a___FREC_Pwd.M 4629.JPG
 782 	     12226     	     91.730738     	c3e1ea3d-8fb8-4ebe-8b3c-20bdf02a8038___FREC_Pwd.M 5125.JPG
 783 	     35808     	     18.702525     	c42f244f-92a2-4800-b6ae-6d623b54f55f___FREC_Pwd.M 4551.JPG
 784 	     32761     	     23.494399     	c4318f33-d75f-421e-a2f8-68afdcc678b9___FREC_Pwd.M 0394.JPG
 785 	     38372     	     22.357448     	c46dfc73-a21b-4542-a4a1-18c15792d700___FREC_Pwd.M 4996.JPG
 786 	     31703     	     6.103523      	c47ee85f-2032-4c39-ab3b-3c12e0ef10d6___FREC_Pwd.M 4596.JPG
 787 	     36900     	     6.710027      	c48bbceb-9d7d-4793-a520-d40142ea1705___FREC_Pwd.M 0429.JPG
 788 	     21608     	     74.236394     	c4aac531-67ac-4117-8484-cfba3b091b7f___FREC_Pwd.M 5167.JPG
 789 	     25765     	     5.895595      	c526079d-2480-4cc0-aa26-ca2a9d612cc3___FREC_Pwd.M 4586.JPG
 790 	     34249     	     4.680429      	c6d3f6f6-479f-41f0-adb2-6674181932f2___FREC_Pwd.M 0330.JPG
 791 	     37222     	     20.812960     	c7805b09-0ef0-4812-b3ea-d56280b1a4b3___FREC_Pwd.M 4898.JPG
 792 	     36749     	     25.938121     	c79bd6b7-b4a6-4d95-a9b6-46e7c89953b6___FREC_Pwd.M 4690.JPG
 793 	     33222     	     2.489314      	c7a8f6b2-2721-4c65-81ea-fc87fc8f3a27___FREC_Pwd.M 0445.JPG
 794 	     28022     	     18.139319     	c7cb523b-78cc-4c1b-baaf-8de4bb43aa0b___FREC_Pwd.M 4946.JPG
 795 	     21826     	     67.053056     	c7f47cac-6806-4522-8e64-b633250cedfc___FREC_Pwd.M 5164.JPG
 796 	     38321     	     3.603768      	c820f802-f07d-4a7e-b9fd-183dacec6f0f___FREC_Pwd.M 0505.JPG
 797 	     34620     	     12.813403     	c82e8bfd-a4d6-448f-9c6c-1da54df1e12f___FREC_Pwd.M 4547.JPG
 798 	     11945     	     53.294265     	c86a51cc-d1a2-4fb2-b6b5-2866331631e9___FREC_Pwd.M 5089.JPG
 799 	     32587     	     14.895510     	c871d4ee-1726-4873-9e5c-ffe67de425fb___FREC_Pwd.M 4705.JPG
 800 	     28421     	     37.852292     	c8c3b247-8cec-4103-8acb-0ae5d6655cee___FREC_Pwd.M 4659.JPG
 801 	     32620     	     16.655426     	c984c421-82d1-443e-9a92-ee39009ce2b2___FREC_Pwd.M 4681.JPG
 802 	     25989     	     7.703259      	c98fe18a-cac1-4956-8fa5-a5bac2c5c268___FREC_Pwd.M 4793.JPG
 803 	     32778     	     6.669107      	ca162857-f5db-4adf-88b3-5c4765036068___FREC_Pwd.M 4797.JPG
 804 	     28647     	     5.787692      	ca4cf94b-c1ac-494e-871a-8b9970af3ac1___FREC_Pwd.M 4835.JPG
 805 	     32860     	     7.096774      	ca96a7a3-f34e-4796-86b7-b2826b760002___FREC_Pwd.M 0338.JPG
 806 	     29573     	     8.747844      	cb149e1b-f02f-4948-9058-ab06a9b7ab72___FREC_Pwd.M 4899.JPG
 807 	     32684     	     4.405825      	cb5807a3-cdda-4f87-b17a-be25c42ef72b___FREC_Pwd.M 0587.JPG
 808 	     22563     	     15.348136     	cbac0b30-05d8-4fb1-b193-347d8d989bd6___FREC_Pwd.M 4721.JPG
 809 	     28005     	     5.795394      	cbdddf3a-11c7-4d26-b2f9-a4e47a509c9a___FREC_Pwd.M 4984.JPG
 810 	     31906     	     7.048831      	cbfe1c0b-9d3b-484b-9f7d-9639a938790b___FREC_Pwd.M 0322.JPG
 811 	     33417     	     4.910674      	cc0b027a-d0e9-489c-97fa-017a94efd300___FREC_Pwd.M 0510.JPG
 812 	     27414     	     27.081053     	cc770f77-f915-4832-a688-fd5adac8fae0___FREC_Pwd.M 0475.JPG
 813 	     30130     	     4.128775      	ccd9f930-bf7f-4235-8aec-d191089efbb2___FREC_Pwd.M 0299.JPG
 814 	     29832     	     14.759319     	cd107c83-8873-495c-9203-3b7179647522___FREC_Pwd.M 4747.JPG
 815 	     8792      	     36.282985     	cd1a16f7-5da5-4f50-9c14-8b7d8aca3e91___FREC_Pwd.M 5057.JPG
 816 	     29369     	     11.668766     	cd4b605b-2ca6-4a6c-8c32-9115ec106c1d___FREC_Pwd.M 5017.JPG
 817 	     10930     	     72.223239     	cd5b2229-4131-4e14-a4e3-7b0194334707___FREC_Pwd.M 5162.JPG
 818 	     24524     	     14.969010     	cd612504-a6ca-484c-98fb-7d805b84f09c___FREC_Pwd.M 4856.JPG
 819 	     31145     	     3.608926      	cd6f8dee-5c38-4e3c-946d-2d79a517d76e___FREC_Pwd.M 0284.JPG
 820 	     26731     	     20.515506     	cd8572da-75c4-4388-a20b-25c136aee122___FREC_Pwd.M 0476.JPG
 821 	     32723     	     8.862268      	cda8f219-224d-4da2-a829-05384c1bb53a___FREC_Pwd.M 5012.JPG
 822 	     33855     	     3.774922      	ce1b7e6d-70f7-4d65-8cfc-f78f174a1ffe___FREC_Pwd.M 0366.JPG
 823 	     10940     	     61.023766     	ce5efd4e-f2cb-47ac-9544-69291614286d___FREC_Pwd.M 5073.JPG
 824 	     30884     	     24.721539     	cf125685-f590-41e7-9b04-836d2222b263___FREC_Pwd.M 4656.JPG
 825 	     25500     	     7.960784      	cf7647c6-0ec6-42d0-8885-b9f7697be34b___FREC_Pwd.M 4931.JPG
 826 	     37108     	     4.053034      	cf98e1fd-1f1b-4f21-b485-d37a7b594965___FREC_Pwd.M 0503.JPG
 827 	     28641     	     78.307322     	cf99f7fe-fa40-4524-a77b-deb6df6f66d5___FREC_Pwd.M 4813.JPG
 828 	     11459     	     91.212148     	cfa004d4-fb53-4ad8-ab21-9e478a2d309b___FREC_Pwd.M 5111.JPG
 829 	     32373     	     3.827263      	cfafb471-f8ce-4887-97c6-28363fa5164b___FREC_Pwd.M 4571.JPG
 830 	     34675     	     9.118962      	cfe1fe90-4871-461c-b5b3-68df83336004___FREC_Pwd.M 4918.JPG
 831 	     34526     	     16.735214     	d016bc3b-b8e8-4012-8403-3b5cd92a91bf___FREC_Pwd.M 5023.JPG
 832 	     10767     	     34.921519     	d03d9ea1-7be8-4501-bb94-271f2a593865___FREC_Pwd.M 5051.JPG
 833 	     33949     	     9.738137      	d0632da1-03b6-43e5-9a31-0f24fe456428___FREC_Pwd.M 0536.JPG
 834 	     34007     	     8.236540      	d0f63be7-d2c4-4041-819f-9167015d1fed___FREC_Pwd.M 0486.JPG
 835 	     32206     	     21.666770     	d10450db-0969-4618-b9e9-0405c2ce0ef9___FREC_Pwd.M 0464.JPG
 836 	     35327     	     7.606080      	d12701d9-e2d8-4647-aad4-e09f34117cc3___FREC_Pwd.M 0364.JPG
 837 	     33426     	     12.822354     	d13c2c1a-618f-4dcc-9708-545005602e36___FREC_Pwd.M 4641.JPG
 838 	     33252     	     5.325995      	d184dd0f-62f4-4354-8b8a-d876f404cf8c___FREC_Pwd.M 0520.JPG
 839 	     33620     	     11.894706     	d1ba4536-2485-4096-a4a9-b29ee62d05d6___FREC_Pwd.M 0344.JPG
 840 	     29053     	     10.219254     	d1ccd6ea-f7cd-45a5-801d-5aeed1c13cb6___FREC_Pwd.M 4974.JPG
 841 	     25388     	     4.903892      	d2886ddb-1696-406e-842d-04e7c5fd1c8a___FREC_Pwd.M 4900.JPG
 842 	     36827     	     9.254080      	d297097e-4fbb-4133-b8d8-eb3a2d9acfc2___FREC_Pwd.M 4609.JPG
 843 	     27626     	     27.930211     	d2c07d3e-6156-422c-bc2a-c8425fa39208___FREC_Pwd.M 4959.JPG
 844 	     31779     	     16.699707     	d38df747-e4a6-4243-b35d-1095e30e9274___FREC_Pwd.M 4553.JPG
 845 	     30602     	     9.871904      	d404ee44-8dad-4806-881d-bd607e54f9b2___FREC_Pwd.M 0389.JPG
 846 	     29924     	     84.631065     	d42add39-cfc9-4603-948e-fb70a8fb0a12___FREC_Pwd.M 4823.JPG
 847 	     33732     	     7.366892      	d4421e15-939b-43ea-b201-d78f4da95e15___FREC_Pwd.M 0294.JPG
 848 	     26712     	     16.576819     	d4433120-16d3-48da-84eb-76a8cdb2436a___FREC_Pwd.M 4875.JPG
 849 	     8812      	     55.458466     	d45b03fe-d4cc-470c-bb27-e8ced9b6468f___FREC_Pwd.M 5081.JPG
 850 	     36252     	     6.490676      	d46523ec-cfbe-42dd-a60e-79e2e58598bd___FREC_Pwd.M 4506.JPG
 851 	     8038      	     36.800199     	d47d4ce9-a4da-4f75-a106-3b56e43cb8ec___FREC_Pwd.M 5056.JPG
 852 	     25085     	     16.292605     	d4eeefad-2e82-4a46-ab6f-a23244cc670e___FREC_Pwd.M 5042.JPG
 853 	     31310     	     10.718620     	d52d3a42-951f-4534-b306-1a8a5d876981___FREC_Pwd.M 4679.JPG
 854 	     21621     	     19.296055     	d53e4b45-41d9-4cea-9f79-80e99bac6a95___FREC_Pwd.M 4948.JPG
 855 	     10827     	     64.588529     	d54fcec0-b210-4ab6-8b53-2e33ec81ea36___FREC_Pwd.M 5093.JPG
 856 	     34735     	     17.685332     	d5510570-6f71-4af0-9fda-07eee0e55442___FREC_Pwd.M 0333.JPG
 857 	     28564     	     24.226299     	d5a1ac22-21ee-48d8-b5a0-1fb3b788a4b5___FREC_Pwd.M 5159.JPG
 858 	     24306     	     7.265696      	d5dea1b0-527d-445a-9a7c-2eae850beadc___FREC_Pwd.M 4516.JPG
 859 	     33811     	     18.603413     	d6c35437-9ee4-469c-b9a0-91bae0d73eae___FREC_Pwd.M 4554.JPG
 860 	     14314     	     70.420567     	d6ee77c1-4959-4d8f-9f4c-bd797de9bf5d___FREC_Pwd.M 5064.JPG
 861 	     32862     	     5.745238      	d70696ef-e9b2-418a-b729-51b4abad93d1___FREC_Pwd.M 0274.JPG
 862 	     32812     	     4.879312      	d7e1d949-4c49-43c5-8db1-a65f2ed18661___FREC_Pwd.M 4469.JPG
 863 	     30710     	     23.503745     	d82e44ba-e838-447c-91b7-e7a20aba12aa___FREC_Pwd.M 4667.JPG
 864 	     30495     	     15.773078     	d85426b4-10d1-4f12-bc5d-da69add7a73b___FREC_Pwd.M 4532.JPG
 865 	     32842     	     2.563790      	d88197d4-9b18-411c-b583-5123fb82128e___FREC_Pwd.M 0362.JPG
 866 	     26346     	     13.174675     	d891bc6f-2597-40fd-b55a-aee7fe1e4e6e___FREC_Pwd.M 4523.JPG
 867 	     30017     	     20.358464     	d8972cd7-999e-44c5-ac22-5ef2d595cd83___FREC_Pwd.M 4658.JPG
 868 	     36971     	     5.715290      	d900ece6-df13-478f-a07a-be31c56e64d5___FREC_Pwd.M 0290.JPG
 869 	     33056     	     5.995886      	d92a47e9-a0b3-40d4-a515-b4dc7e27a3aa___FREC_Pwd.M 4587.JPG
 870 	     35169     	     4.566522      	d93937f9-8e84-4fcb-8b72-1b1199db7d6e___FREC_Pwd.M 0546.JPG
 871 	     29169     	     23.833522     	d93c6cb4-f143-46b1-96db-bb12e8bd6c0b___FREC_Pwd.M 4964.JPG
 872 	     30345     	     35.498435     	d991c44b-2248-4714-bf55-f881127d84f0___FREC_Pwd.M 4662.JPG
 873 	     33583     	     13.346038     	d9df7ba0-fe57-45f3-871a-9d1c87117d2e___FREC_Pwd.M 4648.JPG
 874 	     45291     	     52.368020     	da099922-273a-456d-a8c0-84226a746907___FREC_Pwd.M 4881.JPG
 875 	     34385     	     6.328341      	da2dd4af-37c1-4951-8fd3-e869cd3007b9___FREC_Pwd.M 4976.JPG
 876 	     29832     	     5.443819      	da493dd2-8ffd-4d42-8601-621e62616683___FREC_Pwd.M 4480.JPG
 877 	     31641     	     16.671407     	da8982a8-d154-4870-8163-06efb1faa594___FREC_Pwd.M 4953.JPG
 878 	     34693     	     6.292336      	da90c057-c7da-48f1-b709-c53ac530e44f___FREC_Pwd.M 4768.JPG
 879 	     37499     	     19.952532     	db73697a-1432-44af-85a7-f0f770d09616___FREC_Pwd.M 4922.JPG
 880 	     28536     	     72.858845     	dbc6fcd8-790e-47fd-816f-4113a1754166___FREC_Pwd.M 4809.JPG
 881 	     15615     	     33.358950     	dbd81452-171b-4aa4-a911-e7908687f06c___FREC_Pwd.M 5049.JPG
 882 	     29258     	     18.415476     	dbf6a6fd-5606-4584-bd11-659a86eac60b___FREC_Pwd.M 4707.JPG
 883 	     32351     	     12.333467     	dc06d560-e913-4f2f-adb9-7fe0ab5b5a92___FREC_Pwd.M 4580.JPG
 884 	     27099     	     15.151851     	dc24ce8f-8723-4da2-b23f-b34ad79cc377___FREC_Pwd.M 4702.JPG
 885 	     17438     	     80.364721     	dc8bb3fa-1be2-4cb3-8f92-a9d3a9bb5af9___FREC_Pwd.M 5114.JPG
 886 	     31217     	     16.334049     	dc8c4626-e9fb-4dc8-80f4-6af50321dec6___FREC_Pwd.M 4708.JPG
 887 	     36358     	     9.607239      	dcfeb267-a13b-475a-9506-4f74b30d8e03___FREC_Pwd.M 0416.JPG
 888 	     34704     	     4.405832      	dd6a34da-d476-471e-ad72-f7ac94236416___FREC_Pwd.M 0365.JPG
 889 	     37875     	     13.695050     	dd9b1943-fdfa-468a-a09c-c80fbdde7c5d___FREC_Pwd.M 0247.JPG
 890 	     26159     	     23.123973     	ddfca5ac-a909-43ca-b8c7-66aeb996c8ad___FREC_Pwd.M 5036.JPG
 891 	     34324     	     21.894301     	de3c4897-eda8-4974-971d-4d88cbc5f893___FREC_Pwd.M 4935.JPG
 892 	     25703     	     20.075478     	de8ef18c-2d11-47e0-8fa1-85f5f0177277___FREC_Pwd.M 0473.JPG
 893 	     23517     	     24.088957     	dea9ce8a-30b3-47cd-bb96-29e648896c8f___FREC_Pwd.M 4947.JPG
 894 	     32045     	     16.323919     	decee4a0-018b-47bf-abf6-75bdfb5bc67d___FREC_Pwd.M 4700.JPG
 895 	     34786     	     14.718565     	df3b03bf-41bf-444f-a0f4-2819282830b5___FREC_Pwd.M 4548.JPG
 896 	     33795     	     6.755437      	df3c80e0-e479-4b11-b488-f527fe8f8777___FREC_Pwd.M 0487.JPG
 897 	     30809     	     8.676036      	df49b26b-1123-4a16-95be-7247bbf96f2b___FREC_Pwd.M 4636.JPG
 898 	     23548     	     13.190080     	df8ae90b-7bb7-4e17-bc88-20c58ea9e82b___FREC_Pwd.M 4696.JPG
 899 	     32731     	     8.236840      	dffc80c0-ea6e-4122-8be4-c140a0dee06e___FREC_Pwd.M 4581.JPG
 900 	     36058     	     3.760608      	e00332a5-dd41-4381-9ed4-1f3d8b9a9ed9___FREC_Pwd.M 4555.JPG
 901 	     33553     	     20.659852     	e0418659-4eae-4751-9e5f-6316d2bfaf46___FREC_Pwd.M 0409.JPG
 902 	     29350     	     12.868825     	e06e9da2-0432-4060-b341-30ee0319685a___FREC_Pwd.M 4798.JPG
 903 	     29583     	     8.454180      	e1c64177-d299-42a7-9d72-7ec29a326460___FREC_Pwd.M 4834.JPG
 904 	     26686     	     15.019111     	e1c9896e-a3a6-401a-b3fd-325b8052365b___FREC_Pwd.M 0376.JPG
 905 	     32275     	     18.797831     	e1ea1451-0d15-4b27-93c0-9d20fd15d396___FREC_Pwd.M 0400.JPG
 906 	     23093     	     25.185121     	e1f07b98-ae8d-4f63-837e-5bca2b1c3cf5___FREC_Pwd.M 4745.JPG
 907 	     31264     	     8.095573      	e2858a3b-47c2-4989-b4f3-eea39e9195c3___FREC_Pwd.M 4633.JPG
 908 	     34709     	     5.191737      	e2a982d2-166f-4e9c-a869-50f52dce5315___FREC_Pwd.M 4973.JPG
 909 	     34981     	     5.660216      	e2d9d3c3-0472-4509-ae44-1ac52e4ed23a___FREC_Pwd.M 4888.JPG
 910 	     32407     	     4.338569      	e308c527-a0a9-4c33-b469-ac05a2059b7b___FREC_Pwd.M 0552.JPG
